	GSM679849_17A.CEL	GSM679847_9A.CEL	GSM679848_13A.CEL	GSM679850_10B.CEL	GSM679859_11B.CEL	GSM679860_12B.CEL
200019_s_at	12.1374012062012	12.1032319644922	12.1916182285577	12.2476283225878	12.0414411813121	12.0724902627757
200020_at	10.7583767723755	10.7116879698915	10.7989313101573	10.7290163806843	9.59757794165801	9.75044356172218
200021_at	12.4117436416758	12.3297798238495	12.5104922844235	12.55372799551	12.5140571832636	12.4774916130816
200022_at	13.0765547024288	13.0448258743077	13.0512010821335	13.0775155039316	13.0207721529727	13.0892589109707
200023_s_at	10.7525975597769	10.6648790832206	10.7647411713404	10.6787543293191	11.1021067749402	11.0532776157448
200024_at	13.14652504299	13.1676874751766	13.151933866365	13.2370619451508	13.1322297002835	13.1207832524148
200025_s_at	12.9377824479486	12.8108747170794	12.9155389206797	12.9049429296906	12.940097213607	12.8937496067846
200026_at	13.1578979648353	13.0905069467252	13.184842976484	13.1229229736742	13.2486737379962	13.1566976921868
200027_at	11.0787762362709	10.9295560561128	11.1271477486508	10.8262813326574	10.4190732878649	10.2684951189467
200028_s_at	10.9545781348093	10.9420892140219	11.011772013151	10.9332972113648	10.4269483379031	10.3263466164765
200029_at	12.5438152821751	12.4526538855693	12.5759105842503	12.6426783219227	12.5941941655242	12.5850817650696
200030_s_at	12.8807321510181	12.8489331453365	12.8768748649741	13.0256394570772	12.8595948218601	12.9205438267317
200031_s_at	13.1107064011959	13.1320838915471	13.1583879241974	13.1919762889609	13.2098049027807	13.1381932911773
200032_s_at	12.8805939251007	12.9067426694612	12.8807362807828	12.9245090549169	12.9441781839737	12.8625752701984
200033_at	12.1235293244158	12.3380568580702	12.0403562108229	12.0036404723035	12.1953768742237	12.1249897058348
200034_s_at	12.6799207374576	12.7075588790382	12.6981608699524	12.7012173496324	12.6231401180311	12.5956633781405
200035_at	8.67532777643939	8.52970505109244	8.7515279796007	8.61336245729371	8.45861868340826	8.43353860216543
200036_s_at	12.0359378323558	12.0270631112725	12.0680252679497	12.0703381521059	12.2214191196244	12.0929192126152
200037_s_at	11.3939608588061	11.3869696178343	11.4222377546787	11.2556255714127	11.0475975540427	11.0535076324316
200038_s_at	12.7798935243963	12.7389034865178	12.769600471086	12.8210937116777	12.8351618815761	12.757057687087
200039_s_at	10.6715337590183	10.7561941112589	10.6934304707661	10.5465701053706	9.83398851375383	9.80883217982889
200040_at	11.567974262034	11.593067845504	11.6187993972593	11.5389399075776	10.8386355277603	10.9731265763948
200041_s_at	11.357074007072	11.4452981722314	11.4251796893653	11.3217711063208	10.5524371414842	10.57016400403
200042_at	10.4071275936432	10.2791774269164	10.4594972757624	10.5074690666233	9.95888819163525	9.94786254708551
200043_at	11.8129354819553	11.8170540284798	11.7825161703905	11.8341504689827	11.4640600180919	11.412402636991
200044_at	10.5124340394673	10.5619694986191	10.5023608768492	10.5346362411249	10.3106943011612	10.2289189209914
200045_at	9.91867247642579	9.9177974657493	9.91649190480005	9.88703529208579	9.20925688195562	9.23844492046874
200046_at	11.1364051532738	11.1139652661396	11.1221189826051	11.1340071126831	11.1995153074371	11.3017455910557
200047_s_at	11.184361332223	11.0916706240876	11.0875292131405	10.9184576988311	10.7646483097224	10.9449171102618
200048_s_at	11.1156501549731	10.9890578569047	11.1181920702926	11.336775690942	10.7351962062128	10.6568637693411
200049_at	8.76089517494406	8.82220598944081	8.79390469586657	8.72625010627909	8.42607406580781	8.5170891776201
200050_at	11.2578836217977	11.1827766593302	11.2231581378326	11.0741741484415	10.9701714893311	10.8487592893109
200051_at	8.55654198963424	8.37999999266253	8.63494593247261	8.39647154520498	8.14346639476301	8.07527652621529
200052_s_at	11.0175226385721	10.8906330887669	10.9875661755444	11.0439517902042	10.5933412393953	10.5972704800408
200053_at	9.14680465867805	9.16327763054035	9.17198171856445	9.04737019197123	8.92046227151883	8.98568831795412
200054_at	8.91942638261379	8.84237981954365	8.99584641770376	9.14532957338117	8.11898973982282	8.08482065394148
200055_at	8.71345046734711	8.63119834819345	8.81302105509582	8.9959297349055	8.87233803647341	8.86982948635347
200056_s_at	8.52229137317284	8.57018985084077	8.59823107284287	8.55792537006857	8.59100183213955	8.51892193852935
200057_s_at	12.001931839936	12.2023288644751	12.109589131844	12.178208869118	12.1200939841994	12.125040786279
200058_s_at	10.5975957712034	10.6454615229895	10.5417510483559	10.4267114232072	10.4187729754739	10.2440898319751
200059_s_at	11.7793202519478	11.745519066532	11.7960903920712	12.0108379480656	11.8936050209786	11.7837756605739
200060_s_at	10.8476716937186	10.7476414261907	10.7906748725073	10.9343592269569	10.1353545928904	10.2163530579492
200061_s_at	13.3163300042681	13.3723950558159	13.3327006784593	13.3227275609896	13.4403601496027	13.3635445624471
200062_s_at	12.4246381597512	12.3595722886942	12.4347175362938	12.4489790597627	12.474574954355	12.4934293665637
200063_s_at	13.0600782488999	13.0719633684155	13.0862058645413	13.0409660607905	12.8568531002397	12.69637839612
200064_at	12.7974657044718	12.8174299648333	12.6916792988698	12.7614551192355	12.4456419963145	12.3893778561023
200065_s_at	11.2633977723456	11.1461716951986	11.2538627844848	11.3922539608889	11.3071125142837	11.3266934757241
200066_at	9.64103602612976	9.75974024374262	9.7083480864875	9.66203026225005	9.66057683672788	9.44231208526496
200067_x_at	10.7957867883526	10.6957135198574	10.8224712097713	10.6913785056573	11.0635532166841	11.0120245069691
200068_s_at	11.8414008815593	11.8400603484333	11.8644389580638	11.8430883239868	12.0375434071782	11.9683965543506
200069_at	9.24160833719257	9.18538532569757	9.31195628525925	8.71715152687435	8.17912639673354	8.12562803399573
200070_at	7.98126561819622	8.09273477926737	8.14125637992761	8.17319043090982	7.48385638686361	7.68767656838962
200071_at	10.3687812623004	10.2368375336805	10.4505360057767	10.2457624105006	10.2977347115866	10.222181109977
200072_s_at	11.0729660210788	11.0637668137983	11.1179862787006	11.2098183333501	10.1365317755337	10.1393740680965
200073_s_at	11.3161385354496	11.2199045223292	11.3384048609997	11.0678326751865	10.5193550608538	10.2677563670036
200074_s_at	11.9722810499118	11.9046552506177	12.0240206655147	12.0283926015622	11.8808581255461	11.8125822055099
200075_s_at	9.08417525587506	9.12307245697503	9.1262984774543	9.23035864765138	9.59598594214776	9.41379161320284
200076_s_at	9.07305388626751	9.08744036660186	9.09939915105571	9.15970381700582	8.90292111520815	8.86517215141156
200077_s_at	12.851439128054	12.7522137554869	12.7769493641738	12.7520515166262	12.4301887794033	12.5698369816974
200078_s_at	10.2232180274389	10.1837362100509	10.21752096366	10.4951617457369	9.67750071497638	9.7829678261153
200079_s_at	11.335753297591	11.3021652690086	11.3957234332858	11.3605461554077	10.511388601548	10.4290459072476
200080_s_at	12.8447575968427	12.9238217779982	12.8154531121831	12.8493129795953	12.9613244495137	12.9565524867195
200081_s_at	12.3700867131318	12.355697791116	12.3740005028916	12.43813855184	12.2764429018857	12.326192047629
200082_s_at	12.7524434995116	12.7034409406999	12.702188757501	12.835795260082	12.6929356529154	12.6682231728153
200083_at	10.6576760304349	10.679252378808	10.6344262894447	10.7070795782842	10.7788810445239	10.9411754783037
200084_at	10.5050634972855	10.5017743146622	10.514230160393	10.440537991375	10.1658166696808	10.0017732247378
200085_s_at	11.2953705792738	11.0898933787654	11.2992334238651	11.2457701550027	11.3698525319958	11.3854821117852
200086_s_at	11.0215420262368	10.9947057139063	11.143369347845	10.989761301641	10.9075687114785	10.7774236811956
200087_s_at	11.3186359565191	11.2931255724645	11.2611402626734	11.3642635114201	11.3791738104993	11.3860398824492
200088_x_at	13.0901853442498	12.9614538877328	13.1108351256897	13.0205941879653	12.9847672724205	12.9511434017791
200089_s_at	12.4762093954579	12.5027940030146	12.4768393317747	12.5263714976377	12.6054864618421	12.5021516711204
200090_at	11.0284074674339	10.9806046450665	11.1109964701083	11.0596831883364	11.0599221922681	10.9966261010214
200091_s_at	12.7519735432643	12.7796916727152	12.7662035405135	12.7746512785878	12.8165210836502	12.7318118328138
200092_s_at	13.4771174934688	13.4190421769041	13.4530788850988	13.4423367480445	13.4716131575647	13.4095715031845
200093_s_at	11.3771679942098	11.3838850687357	11.4764671136085	11.365173088696	11.1026744744574	10.9887295843465
200094_s_at	12.2797085757994	12.3109746712049	12.3419740062443	12.2375467543158	12.6261840571909	12.4232915929931
200095_x_at	13.4237073487734	13.3362241467028	13.4477280835677	13.405577071577	13.3186649128054	13.3468843380621
200096_s_at	11.1754060385096	11.1137086703951	11.132092572183	11.1309938471452	11.5136499880198	11.3712024534927
200097_s_at	11.0573487719392	11.0411213756574	11.0219376535211	11.0560933413059	11.1686312832698	11.0410605349455
200098_s_at	10.77860122836	10.9864915991099	10.8653644550598	10.834610133562	10.492971175354	10.2916867055541
200099_s_at	13.4225826328119	13.4077115944538	13.3531636650411	13.4446593522105	13.4416898110248	13.4019029444071
200593_s_at	9.99374943766516	10.0146437571926	10.0209021846948	9.98546786101387	9.05919948692814	9.08102488440929
200594_x_at	11.7284290087084	11.7817253844345	11.75026538537	11.8176930403731	11.239337021697	11.1742908251955
200595_s_at	11.113372800205	11.0762788472389	11.0839400765663	11.0953497508965	10.9583111156991	10.9877412645656
200596_s_at	10.4470237485132	10.6224270329481	10.5380645293233	10.7207033077498	10.7021030431665	10.651737546044
