	GSM679849_17A.CEL	GSM679847_9A.CEL	GSM679848_13A.CEL	GSM679850_10B.CEL	GSM679856_19A.CEL	GSM679855_15A.CEL	GSM679854_11A.CEL
200075_s_at	9.06980448200049	9.12754242358879	9.1175919993845	9.17005461885728	9.17005461885728	9.22005238452909	9.31392313908072
200076_s_at	9.03045583548765	8.95190760965321	9.07314173763558	9.16283521613282	8.78688605958284	8.84784145535038	8.73585203531971
200077_s_at	12.798005792658	12.6986228902515	12.7230119929274	12.7415380800887	12.6757114639648	12.6161515462751	12.6575421609783
200078_s_at	10.075691654582	10.0018494378081	10.0811151194388	10.3633031216898	9.42799387928849	9.57098048111354	9.43264994697172
200079_s_at	11.3439318359985	11.2995466553435	11.3848116716575	11.3729832842797	10.642525758262	10.6987249958738	10.7026307746277
200080_s_at	12.8271130079825	12.8998780299162	12.8308630272973	12.8285869504248	12.9379230268083	12.8420798482956	13.0806596205302
200081_s_at	12.361443910031	12.345821871386	12.4126145062292	12.4187527098163	12.5976699751779	12.5562447210194	12.4187527098163
200082_s_at	12.7579630697722	12.6604274355273	12.7286663634824	12.8293790707836	12.836935933336	12.7938762442833	12.6967863135787
200083_at	10.5951271661994	10.586494290087	10.5762477561686	10.558542993452	10.873366678349	10.9501770023346	10.8177733771769
200084_at	10.4357209660108	10.4236955537059	10.4989008040783	10.3764849408982	10.3789778632651	10.3169787855224	10.3533062348965
200085_s_at	11.2952052838918	11.0333557203428	11.2845140189636	11.2293038270932	11.4558635764793	11.4563443130584	11.4999008462379
200086_s_at	10.9398720689192	10.961444373935	11.0604525004027	10.8984040256847	11.0187329441922	10.997731221957	11.058045478429
200087_s_at	11.3296592682814	11.3111265917648	11.2503290674104	11.3776680009601	11.6252527948686	11.6062261699357	10.839775088148
200088_x_at	13.0852780040038	12.9570839635602	13.1271045013387	13.0288767475439	13.3564208600551	13.4045580135595	13.2052924966149
200089_s_at	12.4343788617215	12.4284484975709	12.4826893063265	12.4919191669872	12.5176675953593	12.5714649625161	12.5769053434861
200090_at	11.0454049658536	10.9961301275045	11.131787542957	11.0974078457146	11.3124423937492	11.4198369844137	11.2722699831228
200091_s_at	12.7793635692174	12.7854782500679	12.6989707413222	12.7726638906491	12.7802227769381	12.8249162400019	12.90751845343
200092_s_at	13.4034184238723	13.3498408568825	13.3972778212713	13.3815577392541	13.454468614688	13.4156582273234	13.4084408538674
200093_s_at	11.4617177587801	11.410835157005	11.5294337226145	11.4277289856537	11.400219833052	11.4393754548651	11.5374759196586
200094_s_at	12.2919666787255	12.2431894517833	12.2835935798512	12.2617399250249	12.5730169278707	12.6266999678938	12.4803488262686
200095_x_at	13.4400262474899	13.2948622329414	13.4476434363515	13.3963823485577	13.4710040161536	13.4469358805575	13.4400262474899
200096_s_at	11.1510493718454	11.0908258238506	11.0894847455025	11.1078824244541	10.8059805132133	10.7024771120303	11.2058253236538
200097_s_at	11.0122761339186	10.9998657914749	10.9810455044592	11.0444603988316	10.7931067549653	10.8999354244312	10.7662167997033
200098_s_at	10.8011727785783	10.9779773581116	10.8611601091974	10.8667847083128	10.7280675200363	10.8016855214896	10.636815024631
200099_s_at	13.4308073555362	13.4219363486506	13.3652554565002	13.4471821805024	13.5088676105974	13.4280753917433	13.4697287335897
200593_s_at	9.93564408368701	9.95080430868979	10.014618477056	10.0153305602628	9.26601098078832	9.29772716886449	9.32053122901559
200594_x_at	11.7840850178288	11.8549993552825	11.8259154613318	11.8638392946402	11.5028858677655	11.5909112107236	11.6519077660475
200595_s_at	11.1351472093322	11.0520496579318	11.0340447600944	11.0955253362255	11.2431770298695	11.3081735915729	11.1351472093322
200596_s_at	10.479930032685	10.653866450611	10.577822146092	10.7476370253972	10.6446026369125	10.7534987966754	10.6487519780898
200597_at	8.31078054883059	8.42113556479507	8.44906742231425	8.59766776094218	7.99004938093876	8.0850149223559	7.96024706136751
200598_s_at	10.6551571187905	10.6104135211037	10.5177305896276	10.9257618218161	11.3320960412434	11.5040298934445	10.1281531260256
200599_s_at	12.4282475583749	12.3735395538014	12.3852554267876	12.3845664688172	12.8076873397279	12.9861813884086	12.0364299846834
200600_at	10.7699594388667	10.907315212472	10.8033656996256	10.9281242858764	11.0569755553596	10.970862102171	11.1708964580267
200601_at	9.80467576381593	9.42592354880964	9.98903242086019	10.270021992404	9.41759368337601	9.44860638784393	9.62997121335368
200602_at	10.687545935536	10.6362105450035	10.5392092368779	10.4435782088592	10.8407276958588	10.797459913312	10.8810489857918
200603_at	10.8323658874602	10.9342555542823	10.7768214341465	10.7201531344617	11.2104389934866	11.2434246577776	11.4176676466046
200604_s_at	8.20478927662177	8.37276005794899	8.36082295761154	8.29748116025691	8.94538066599936	9.00665785601787	9.31526676783272
200605_s_at	9.79658645857274	10.0083010083621	9.7190276555761	9.92276750560248	10.4527887822401	10.2848380435539	10.5633029144644
200606_at	5.13209425214762	5.41801570587851	5.22710130554167	5.63579682060804	5.7635956181206	6.00438025572441	6.45525825124635
200607_s_at	8.57041611532784	8.76693691664139	8.57041611532784	8.89908659293927	8.56080351935839	8.28894005520126	8.39085884413689
200608_s_at	9.84993879749991	9.92739150490966	9.82478989794562	9.61136685893673	9.77765490645631	9.58980833410609	9.65881390840261
200609_s_at	10.936415715782	10.3146468727082	10.9748068831178	11.0997575335078	9.60497883365431	9.86258096898466	10.302128995449
200610_s_at	11.3379261585318	11.4082906578791	11.3750854868981	11.4074722375156	10.5851452770831	10.4086465782401	10.4845873303017
200611_s_at	10.7416194950117	10.307617889133	10.7957338200192	11.0152054756779	9.86609490389274	9.830042535678	10.1886969368218
200612_s_at	8.54122949530914	8.3942824945616	8.49128792118389	8.3168394532907	8.4258826218114	8.53345801397219	8.67245885788843
200613_at	10.6679134420626	10.5938395714422	10.6263792057093	10.7805424704712	10.6962955570273	10.6698865600491	10.7499879798729
200614_at	12.3733677381731	12.5472857429165	12.4027468003399	12.3603147803015	12.4844305987733	12.5432792847265	12.509646426352
200615_s_at	8.82479219342641	8.70592605808306	8.87359483247255	8.96133287370911	9.37515187121966	9.4049105745871	9.30746970123518
200616_s_at	10.1343193519836	10.0210517975429	10.1631795374767	10.3306599350272	10.3123803221367	10.3829031001167	9.73007189036086
200617_at	9.49752747690548	9.52086061075447	9.56506460373394	9.56192835680619	9.77734130748003	9.97652694668355	9.13973446874092
200618_at	10.6465048724203	10.1519858711943	10.6371425172519	10.5062516088335	10.4502239166383	10.4381030473411	10.3744555744265
200619_at	10.2692524213207	10.2612254842365	10.3410997759651	10.2835537265986	10.2273396546242	10.2849046244918	10.171270463343
200620_at	9.51740650989496	9.91516321069164	9.47909801835015	9.70371769878228	10.3203754394303	10.3255242711343	10.6884204580547
200621_at	11.8572513716916	11.4827490950232	11.9207005739733	12.0124237764296	10.7991484117086	10.8126677579906	10.4866095182955
200622_x_at	8.62156719671879	8.51306310012238	8.60643044086572	8.66971822636336	8.92536641289347	8.78433677325607	9.00276639152024
