	GSM679849_17A.CEL	GSM679847_9A.CEL	GSM679848_13A.CEL	GSM679850_10B.CEL	GSM679856_19A.CEL	GSM679855_15A.CEL	GSM679854_11A.CEL
204410_at	2.31124180309722	2.38333213733719	2.39982324882573	2.40098251767132	2.61259718782764	2.19101954525055	2.38333213733719
204411_at	4.76458105115609	5.07932198744654	4.90863742954346	5.02722958108637	5.37838498425546	4.95812129823363	4.95812129823363
204412_s_at	3.25946023960656	3.23634197358669	3.24952762579054	3.30803735355888	3.21474321899624	3.25946023960656	3.42485379104838
204413_at	6.35863301114624	6.31796313373847	6.50861487934485	6.47246809437964	5.72672856813169	5.69849414545522	5.67474637261035
204414_at	2.69311106511443	2.82865462271289	2.82865462271289	2.83783231849973	2.7265826665283	2.79480433537599	2.87769267811944
204415_at	5.73028648983733	5.6227876267149	5.93521137931257	6.02834836049291	6.40298101290958	6.44699345481263	6.94902132286369
204416_x_at	4.37419351227334	4.52829758508684	4.2950130212975	4.75279998960293	4.60834319160159	4.52829758508684	4.61791577390268
204417_at	7.50261960648436	7.92386783709038	7.65913978019742	7.38489435605636	8.96799291208641	9.01543101359642	9.10797185315
204418_x_at	8.96754662248102	8.87651080531636	8.89764138901706	8.92400079113394	9.22777813840398	9.20738060371905	9.35860796085298
204419_x_at	4.37419351227334	4.43069257005877	4.19276445438217	4.63911435634937	4.43475718515398	4.11036114793092	4.2611695548516
204420_at	6.83743567270086	6.54222708210391	6.84456753093994	6.83185644697574	4.94991126238514	4.89569906569171	5.25544524309385
204421_s_at	6.12689644069554	5.81347894209778	6.23846728679142	5.8685274476487	6.01513020957741	6.40054346034984	5.76904253932923
204422_s_at	5.29058539805912	5.34062379770875	5.38439043336953	5.51022247614879	4.99123902052211	5.06977889627283	5.25544524309385
204423_at	8.46665174446862	8.46665174446862	8.48544443450275	8.42727586533296	8.52900403419238	8.45276944514818	8.73923200032571
204424_s_at	7.38784780278863	7.6536724779385	7.57550217103986	7.47627771291412	7.55297405628872	7.70900229319733	7.28191316421043
204425_at	4.30711663690397	4.34823888913261	4.26180754101002	4.26692375590883	4.009054851503	4.26692375590883	4.2768479244564
204426_at	8.02364778503485	7.94222480044237	8.02106901473786	8.65467808821872	8.18877280997496	8.3674426445922	7.48538342957754
204427_s_at	8.81020151981149	8.82728495116883	8.82533236929009	9.33811992321398	9.13061695293392	9.10342355290744	8.06705474643732
204428_s_at	4.85640892471643	4.91234612676975	4.97657759233612	4.81009014870067	4.86349340007048	5.00119955916771	4.64735851182258
204429_s_at	4.9725773580211	4.82825323819208	4.84347800171957	4.63696723038656	4.79897122162848	4.70626241541625	4.77011408761753
204430_s_at	3.52183481462886	3.76610777338595	3.34105038289947	3.65301767077195	3.21988886351506	3.3610774873089	3.69260994032264
204431_at	5.60466635631112	6.48314552819306	5.48369973923822	6.18268908213718	6.91064848445517	7.0449596371802	7.87013665123864
204432_at	5.60731988375283	5.62119785991721	5.52519221742718	5.46464467143656	6.04964860409078	6.35137007911948	5.89860994466355
204433_s_at	6.56412175656877	6.47094043458123	6.60587378716819	6.61923374737815	6.39399217416644	6.52258694565904	6.55538292018159
204434_at	6.75084631069081	6.90751265302218	6.94301754151926	6.95306512294187	6.70118648169341	6.77278529367377	6.48952991607219
204435_at	7.31798889154811	7.15773138569449	7.25845786259883	6.98927246454022	6.19969949261895	6.09382677601883	6.39594462006979
204436_at	7.06921228419929	6.96949552035588	7.00427729547527	7.17004212715132	7.19941859597579	7.30590076819884	7.23343104874258
204437_s_at	3.29443979270739	3.4091853548343	3.4091853548343	3.5099343702265	3.4091853548343	3.35893549747702	3.73711514848948
204438_at	2.97219090948925	2.98131278465527	2.98131278465527	2.98131278465527	3.06556428440937	2.91569185170382	2.98131278465527
204439_at	5.32815984212629	6.48728452273142	5.14152351866338	4.86070512308145	7.65039763096594	7.62016461861124	8.1322423381093
204440_at	6.19608329869701	6.81772744147281	6.4032146423541	6.39974756021005	6.20488484793676	6.22205972323106	6.5688575073437
204441_s_at	9.36221382844416	9.24395262120939	9.34924813582369	9.52252381841604	7.34237749473558	7.16183337456951	6.88515420155078
204442_x_at	5.95868687086728	6.7721603043657	6.29276345219648	6.80249972323859	7.33776494381658	7.48538342957754	7.52396767609488
204443_at	4.79548578714759	4.70167841839784	4.49862924878069	4.62409841878771	5.22905513019982	5.12468730416559	5.09628229833567
204444_at	9.54699427325958	9.77027500066909	9.58234048168161	9.33239631273377	8.21006589012406	7.97719368198099	7.98651705377965
204445_s_at	4.40170740754532	4.35807518265929	4.65447657697557	4.30810887977673	4.22702956658802	4.24814915170736	4.30058893321251
204446_s_at	2.4780316284359	2.51069978460031	2.57357178848574	2.51069978460031	2.51069978460031	2.69889061807028	2.50046012540443
204447_at	8.01630072232466	7.85616427568016	7.899173318702	7.8595519062658	8.27934630762931	8.22171113582719	8.01630072232466
204448_s_at	7.51186004573321	7.44387127479841	7.50366932918259	7.23479766254767	7.57333988805412	7.50652450490653	7.54147028762012
204449_at	7.58453881421774	7.55143224644137	7.53901905090825	7.34354593246648	7.62452108361728	7.5737160622426	7.49808812740415
204450_x_at	4.37419351227334	4.61533039037799	4.3123587289557	4.37419351227334	4.18482663752795	4.40229566037737	4.37419351227334
204451_at	10.0505021380396	9.94914221141384	9.94671952685618	10.1071717609366	9.37639880504643	9.35873505487846	9.14624587592295
204452_s_at	7.33393769819437	7.47740186521517	7.32984215399554	7.74005156097306	6.44877009940771	6.71241593889209	6.51508058987119
204453_at	8.3720976586111	8.33306529936128	8.45490085669029	8.29509570690136	8.55468754598373	8.63629434076432	8.7745851512477
204454_at	3.64994085720448	3.6788190132683	3.64908067550022	3.73542987017707	3.50658569763658	3.59527104762675	3.58498393337387
204455_at	3.15849740438908	3.09803996365553	2.99200946246243	3.25087505172952	3.23402443294771	3.02771285412098	4.13646153734108
204456_s_at	5.81462853011936	6.11853257380473	5.76982673603959	6.10062409820223	5.26704434699237	5.27570802155117	5.5155037073052
204457_s_at	10.1083255495761	10.4739756343055	10.0507343408176	9.90044534913114	9.61482737021313	9.79519037165757	10.2883440696679
204458_at	5.713705232946	5.51877960271038	5.713705232946	5.71714134955365	5.713705232946	5.76507584073909	5.72981558247463
204459_at	8.59350042994066	8.51308590483259	8.64713061787737	8.46702247018342	7.51385420140712	7.44705642695529	7.66187078856813
204460_s_at	8.79761901429871	8.63732988098813	8.78515791458515	8.96221942266875	7.87068375689025	7.89895155483831	7.64968244344448
204461_x_at	9.5066549097714	9.54059481361385	9.54329535191921	9.67389422726234	8.89627282941487	8.94980795818628	8.76140339941488
204462_s_at	8.00412832939382	8.43340034356499	8.02782686254265	8.26379586899794	9.26541942520078	9.32975222463127	9.7034732525057
204463_s_at	7.9789875509611	7.86495354337201	8.15941169606018	8.29964923969712	9.72640851627485	9.57860512865997	9.46859083120087
204464_s_at	8.68220089653989	8.28864731191503	8.7173009859249	8.84020153628263	10.3069528607753	10.1692621944275	9.982456286032
204465_s_at	8.30302308752849	7.95934644394898	8.35777961771371	8.42857277933625	8.04857294527519	8.11609734381874	7.85410429309504
204466_s_at	4.23341530846253	3.8888489732395	3.9561039003408	4.05904155954956	4.89866596520238	5.32592525087374	4.63199334686631
204467_s_at	3.68240037639803	3.81384125556425	3.77661085899509	3.84521044005864	4.24216798904643	4.04861184631433	3.84521044005864
204468_s_at	2.97097917573071	3.07412966071592	2.8903868215147	2.8903868215147	2.80163662817207	2.87406862291127	2.95158614523281
204469_at	2.46992679005915	2.44174026959716	2.46992679005915	2.46992679005915	2.46992679005915	2.46992679005915	2.61259718782764
204470_at	3.12214014515894	3.36179975293065	3.45342701048191	3.42753222839082	3.37977925477992	3.28263887611097	3.39742963511405
204471_at	6.27550158691943	6.28577742862708	6.50165077063018	6.23735432657084	8.3659238674184	8.3966294572549	8.74493319742083
204472_at	5.47182727759667	5.94843623409355	5.47182727759667	6.1214958257247	8.15254261709374	8.28771099434455	8.53404968697363
204473_s_at	7.27257844998344	7.14591361613854	7.3147847066684	7.17405915513653	6.97146347463954	6.99112633277613	6.90407505335853
204474_at	7.50627840014543	7.55230477837803	7.49301138159676	7.47962122635149	6.8205351167967	6.75968964867183	7.05570262511863
204475_at	12.9464764134523	12.5269555183836	12.827296262155	13.0777934313381	12.3069715224203	12.171751467252	12.0443239924857
204476_s_at	6.06479861298743	6.02041751415318	6.14932125374043	6.02701225748318	6.34837980959336	6.3433120465616	5.75960855524091
204477_at	6.20618384592531	6.14206989934859	6.35456289171572	6.285456362528	6.17193696866953	6.20618384592531	6.20618384592531
204478_s_at	7.92637444324616	7.73729241962163	7.98485127318924	7.86015439420397	7.14562840277676	7.19315537918031	7.26994452060348
204479_at	4.07064495317353	4.40154277933544	4.39821205409488	4.46563751973027	4.508125274673	4.95812129823363	4.80844271142403
204480_s_at	7.11520541947836	7.3201849474371	7.24361781109496	7.52929841265067	7.82636471526633	7.89292853565433	8.02186220018315
204481_at	7.63138461434739	7.66773225874802	7.69952847609301	7.52381000453877	7.16424370438868	7.40228762119758	7.22635373007809
204482_at	3.52553246524634	3.53906503212931	3.50390264083223	3.75076466359215	3.53906503212931	3.37378161157589	3.83268353385758
204483_at	4.32208614886923	4.82825323819208	4.63760753398325	4.55255706607157	5.21905242604195	5.18309614410772	4.81005903924016
204484_at	8.55314228922727	9.0429734690159	8.45403519604634	8.29219116027307	8.95253110276768	9.00626281619739	9.10523222080707
204485_s_at	7.70898265083244	7.85668472198085	7.52965224006203	7.47265421957003	8.48632493521966	8.44917219797785	8.38796029297374
204486_at	3.51726544344893	3.83268353385758	3.51726544344893	3.43809836965368	3.51726544344893	3.51726544344893	3.51726544344893
204487_s_at	5.77627393642161	5.77627393642161	5.81169701232456	5.95540005444323	5.75005695887603	5.71691239172656	5.67792088250069
204488_at	7.65668474158666	7.69683071656313	7.79568752979243	7.7339569384177	7.15341899676005	7.10941477653253	7.3353789231677
204489_s_at	8.32672828820866	7.60637680087422	8.39499071871572	9.11764374266883	9.15925191941819	8.97087101554756	9.41408019633528
204490_s_at	7.51448780194051	6.90772905997653	7.54657891904696	8.25077688802895	8.26367984268332	8.25613289425321	8.73197949694257
204491_at	5.78147236275811	5.65771275774547	5.85263838798109	6.49361570582133	7.23343104874258	7.28419276136292	7.06286290840997
204492_at	5.9520748155727	5.88590209217364	5.99036510374847	5.27431358772699	3.98950452683049	3.8723720777536	3.27051957748105
204493_at	8.04044766577363	7.67172398144316	8.03528005607278	7.74566360293517	5.52706018321231	5.67811416969653	5.52706018321231
204494_s_at	6.56341791774974	6.34605851663273	6.46172777239528	6.55837681371618	6.38996223787562	6.4461670444306	6.19535090628724
204495_s_at	7.37161300960207	7.13015192544804	7.29881521348623	7.37675013244423	6.70978315458298	6.73637731915659	6.50523867042653
204496_at	8.66501214611211	8.62285109342182	8.38250719298491	8.25094993980114	8.63760997523934	8.46665174446862	8.45164410468911
204497_at	7.69760697143473	7.56396192145373	7.91319910788782	7.48507454683915	8.45512806029864	8.67127290541494	8.0824245242201
204498_s_at	6.15489782104182	5.7464527385	6.07882450952186	6.10062409820223	6.07882450952186	6.08781184377882	5.96078864030563
204499_at	3.92190584434412	4.04306619595156	3.98518622764889	3.61088736545299	3.97167523127535	3.90327022536725	4.03722816182942
204500_s_at	8.10772643417338	8.09016176134365	8.15846983364905	7.5539411052698	8.54858410180976	8.6425838783584	8.26367984268332
204501_at	4.19320143410037	4.19320143410037	4.07909802940499	4.19320143410037	4.3760993384122	4.1293757891852	4.16339117226451
204502_at	5.96862489295138	5.96862489295138	5.86014655822974	5.96862489295138	5.72877220919448	5.97669862366641	6.18235821871989
204503_at	3.76715100121625	3.74494758524836	3.76715100121625	3.82585744235368	3.68792159258264	3.71395798140176	3.73664518390177
204504_s_at	7.91687198065941	8.19559901418052	8.12438889627763	7.88572117589158	7.1747648048212	7.14761962974618	7.00058318668224
204505_s_at	5.17604050390622	5.06009277210479	5.04746759588922	5.10190149965094	5.07163537233406	5.00344638656093	5.106572439236
204506_at	6.67373343791578	6.63083689271478	6.96181989880725	6.80573264316664	6.56310116480501	6.73637731915659	6.19615883864015
204507_s_at	7.02391299758646	6.82992613316133	6.98957230654257	6.8707618313304	6.05412721105698	6.3347439495551	5.62659281816829
204508_s_at	4.5277360680926	4.22719157552592	4.31070743286779	4.20157382055374	6.75608674397571	6.98927246454022	5.3053145214995
204509_at	4.58597612524394	4.48945507659581	4.48945507659581	4.4557735087345	4.48945507659581	4.70666480213486	4.22000671834418
204510_at	8.7777776991326	8.92809307293656	8.85670027943	8.60584054180413	7.39539353888462	7.25143666241625	7.63754810405627
204511_at	5.57164512599286	5.53704385510889	5.57164512599286	5.29268626073259	5.57164512599286	5.61966241200143	5.99012421606193
204512_at	7.39818789120825	7.27197603996148	7.44488086594072	7.29980670476213	7.54949565128983	7.78489919122814	7.91215653603989
204513_s_at	3.20892665283829	3.24790104880891	3.34105038289947	3.4903673147984	3.12017645949566	2.92879150684037	3.20892665283829
204514_at	7.58219024339175	7.43267583432793	7.62007228281705	7.72560780181701	6.75948006271963	6.71673484665308	6.34160241826387
204515_at	3.05990431825945	3.341285866418	3.28960181296483	3.3380233340653	3.35416220130786	3.27152738988606	3.17766039927478
204516_at	7.49491850121624	7.56237256609237	7.42170840570427	7.12954406234395	7.36063783406963	7.54177397474271	7.39507411613088
204517_at	5.33042756373596	5.17009581986113	5.58652055352066	4.90273396048768	7.84761562105297	8.06943999820213	7.33921805179145
204518_s_at	3.49073255430177	3.49073255430177	3.48055202387654	3.74178309343236	4.79734003975371	4.50554289876035	4.3091470781431
204519_s_at	3.98518622764889	4.13798779881709	3.83203576381782	4.15607542654461	4.28481807070653	3.89588659101438	3.83370650330952
204520_x_at	8.03998613169255	8.05865840783402	8.0891741362912	7.59699920571707	8.05865840783402	8.07095346582401	8.09637023324707
204521_at	9.37247520083668	9.26209266473338	9.42985973630175	9.61628665433252	8.21248753813991	8.13102076127179	8.19058748921704
204522_at	7.00454980892375	7.03241932190502	7.0790191670191	7.09887023976264	7.35301824918925	7.46329586603957	6.96752680731202
204523_at	7.06235020344813	7.0299700188954	7.11246074868269	7.23621780840354	7.40760587472652	7.48768329937825	7.57457976071793
204524_at	7.40295452041928	7.74007776762668	7.56880960568175	7.99190804833466	7.62797976557846	7.42550038767669	7.60784921684717
204525_at	5.05727499034699	4.67551231955567	5.32388482811199	4.57101819268431	5.37430011125682	5.32388482811199	5.4064396416694
204526_s_at	5.49809100046067	5.85395933318821	5.59123800394562	5.66579307012335	6.43804608856541	6.41340585026948	6.20185983785894
204527_at	7.52985400493908	7.50274330904744	7.67480994646463	7.47962122635149	8.09349054920497	8.27691596154357	8.03334439760564
204528_s_at	11.1278640862413	11.0035683954025	11.1381220427999	10.9594720402283	11.228162653297	11.2476703096474	11.1381220427999
204529_s_at	3.02977719904161	2.99419764346734	3.45256528865951	3.23206617611088	4.92405909393847	4.84977095682268	5.16301172601234
204530_s_at	2.70313121507537	2.60332821793879	2.77845697736106	2.76135227933659	2.65647089565643	2.77427920780545	2.83413565186957
204531_s_at	7.67953053741087	7.96525844361676	7.82543897154646	7.84061817871956	5.77400882529148	5.5002578405519	5.83815492383809
204532_x_at	4.63962193412433	4.67103718339069	4.71325117016236	4.75359426339157	4.71325117016236	4.75190416988931	4.71325117016236
204533_at	3.25221627243234	3.17818399764628	3.17818399764628	3.17818399764628	3.17818399764628	3.14812012743634	3.17818399764628
204534_at	4.31824130056639	4.31824130056639	4.31824130056639	4.43448820597684	4.31824130056639	4.26160644000846	4.37419351227334
204535_s_at	6.4269271303686	6.45450964249225	6.40678514701989	6.31511660427428	6.39056990201833	6.2645089144237	6.31511660427428
204536_s_at	4.49851395288849	4.19671356300971	4.12285823110904	4.28293735851104	4.06297685319236	4.17327431873054	3.84410244069798
204537_s_at	3.1695660585988	3.26719845500484	3.05660637361213	2.93947413510684	3.09744416102828	3.09744416102828	3.04177022538883
204538_x_at	9.96493545595316	10.4063362257299	10.0309736376646	9.90920525992631	10.6636360600815	10.7149032007356	10.5112544428529
204539_s_at	4.100583122607	4.0205090177699	4.16953859957646	3.98518622764889	3.8579715426701	4.04394826204907	3.87236318095012
204540_at	5.62798917104853	6.16354738533214	5.29063977835588	6.03245363992953	5.95540005444323	6.20679404993123	6.36171811613765
204541_at	4.9384929391528	5.19424496960112	5.04746759588922	5.64308472692433	5.13219308703711	5.41712726307166	5.25544524309385
204542_at	3.66110527456216	3.89237758925736	3.90554767578782	3.98518622764889	4.05385948343159	4.05073915820297	4.26566881397177
204543_at	4.43730944521331	4.45517284915028	4.45517284915028	4.60693385800649	4.40591018383079	4.45517284915028	4.45517284915028
204544_at	7.37920786654135	7.39390250544495	7.37795079861947	7.13722132365449	6.8367037350476	6.80066216528286	6.96579770268548
204545_at	6.69688186846764	6.69120811138342	6.8317366031633	6.57497138597179	6.89973542503934	6.94126102567024	6.99584974848172
204546_at	5.95454698324215	6.01018079525674	6.00781355470481	5.51958271866878	6.83984740796109	6.76113055299597	7.29115394424065
204547_at	7.21436468148428	7.32251569595033	7.41693951023403	7.74662206175834	8.62109379190508	8.5743334610298	8.67742560868509
204548_at	3.48337506335388	3.62671095990997	3.47562635432923	3.56081813618641	3.37687752458599	3.48337506335388	3.35416220130786
204549_at	5.27767353411999	5.15603275422423	5.00344638656093	5.21723302771695	5.27327688020429	5.21723302771695	5.30189098551944
204550_x_at	8.59592806131119	8.58380806249795	8.64373901528792	8.79212157762405	8.92687787886074	8.90618722501318	9.02626888399066
204551_s_at	4.55394212157832	4.887331958916	4.54911997130764	4.73055268480801	4.01792058530221	4.2347479568982	4.35292879689125
204552_at	6.66108557554219	6.81761931001136	6.56514370761707	6.42473561546054	7.28101205636485	6.84263940419737	7.07656449795986
204553_x_at	6.53926324246664	6.4626185764151	6.4626185764151	6.39783487641934	6.38746305342855	6.4626185764151	6.4626185764151
204554_at	6.99594483391837	6.72883283688004	7.18091706029528	6.6599195780509	7.00451333341163	7.24298660060611	7.0544622056202
204555_s_at	4.78744324115296	4.54911997130764	4.76133134245596	4.73397557139312	4.84056075108957	5.1054815951656	4.83205809979542
204556_s_at	6.12070444131285	5.90858278918667	6.31252584617497	6.14621105724064	5.97654660735976	6.24086478604665	5.86011504768952
204557_s_at	4.52578150717451	4.48945507659581	4.82694587774693	4.04111239275723	4.69713863373912	4.80452624744057	4.21911340980505
204558_at	8.14800197433336	8.26110987972789	8.20622057918622	7.96814226690472	6.41442102656646	5.94136169958305	5.56260083947168
204559_s_at	10.3954922892205	10.3182679549979	10.49045081733	10.4534708785129	9.97438443145877	9.9826237737309	10.0043546725587
204560_at	5.52100755460816	5.55729100919521	5.63817693160023	5.58544669571956	4.02164329326097	4.67772691241149	4.37419351227334
204561_x_at	4.82589293707448	4.84865187308742	4.65485707665363	4.84865187308742	4.84865187308742	4.84865187308742	4.95812129823363
204562_at	3.87979594006406	3.87979594006406	3.82591376159947	4.0246691584448	3.92430541467028	3.87979594006406	3.75163357299385
204563_at	2.61259718782764	2.76135227933659	2.53763506496251	2.70485322155116	2.71399793262321	2.74640221339833	2.71399793262321
204564_at	6.57928849418847	6.54879387882084	6.69866616005137	6.61547068909333	6.34837980959336	6.47745501789881	6.41570814730036
204565_at	9.34768370355456	9.3084426758406	9.37368670022158	8.93947122871089	9.52951535885204	9.46800205247949	9.6469656435456
204566_at	8.7422304082094	8.83262799476839	8.88236455573255	8.62885832107521	8.95070382049773	8.99345622291806	9.35561356258189
204567_s_at	3.51956305694617	5.88444069913063	3.42699780996811	3.55657567414192	6.91202198445544	7.12981622543359	6.91857223263339
204568_at	7.81899415564428	7.98336030232466	7.83514361943987	7.68613852299699	8.42047895355887	8.55836609738814	8.62621835963712
204569_at	6.0088938103454	5.85784732057586	6.0088938103454	5.67497242263716	6.28037351646696	6.13914864856717	6.4434277530887
204570_at	3.77543866321373	3.69650956350857	3.69650956350857	3.69650956350857	3.5511457337266	3.87979594006406	3.90987108584707
204571_x_at	9.6574294065288	9.65728627819576	9.72849446956205	9.5351853664074	9.26772987482484	9.2819492785175	9.69571858849277
204572_s_at	5.9512470888835	6.1303929049297	6.01875582018198	6.1488574201289	5.90073371259073	5.9163514634343	6.28473823331629
204573_at	6.50605255187106	6.45619894636259	6.50605255187106	6.40784379737317	6.60577928970109	6.50605255187106	6.85382545482479
204574_s_at	5.44231062530218	5.44231062530218	5.13770273120471	5.36424828484048	5.58543165070277	5.51590576997687	5.75746257802595
204575_s_at	5.94892501616025	5.92323207434485	5.89484920487334	5.64319728127685	6.1851933582037	6.36857881524654	5.96957687928315
204576_s_at	8.01884306845825	8.05481956563783	8.12732780875916	8.18351508216523	8.40753052244281	8.38762488480138	8.38881310132864
204577_s_at	5.08289571070376	5.19069724093697	5.09113521774716	5.19970548430278	5.08930937449134	4.94143840161223	5.10452180537907
204578_at	6.23490538202443	6.23077103864345	6.34216903123867	6.20648096179876	6.58708270350738	6.51472287738484	5.98172960109536
204579_at	5.86742145809881	5.76230027510794	5.93513290287257	5.21723302771695	5.39790368173972	5.22856896349807	4.59724230193669
204580_at	3.90633123972563	2.98299156710019	3.35790836557612	3.41375371375079	2.83656182735121	2.84920750189187	2.61259718782764
204581_at	3.81242400347427	3.68792159258264	3.68792159258264	3.84280532443242	3.4534017459675	3.57783510087278	3.68792159258264
204582_s_at	3.76715100121625	3.72064724497697	3.7431575572909	3.76715100121625	3.77386327553494	3.76715100121625	3.94517194638093
204583_x_at	4.68129551041757	4.52982127879054	4.6310558445439	4.48636614984837	4.6310558445439	4.58938724520117	4.73575072058156
204584_at	5.09050059499389	5.55179490610452	5.32388482811199	5.88510742018549	7.40447223857327	7.48593940845011	7.24889291837273
204585_s_at	5.37332014051345	5.52519221742718	5.38970967840755	5.52999830353305	5.52519221742718	5.52519221742718	5.58360001451772
204586_at	3.66715699629439	3.73123316483367	3.45491498125276	3.74224913690998	3.68792159258264	3.74387883937432	3.73123316483367
204587_at	8.23318294519248	8.32689686497023	8.35383273501387	8.27968503822068	8.09243934006032	8.23037272215952	8.13222103092801
204588_s_at	5.13770273120471	5.02527212658779	5.34735764039152	5.19151235907817	5.13770273120471	5.15280007844384	5.12244572272564
204589_at	6.54879387882084	5.63144440156192	6.70512734265952	6.33663689847599	7.38731155280318	7.44626664275687	7.21629130613325
204590_x_at	5.71638446729624	5.71638446729624	5.76816945993628	5.81602285946724	5.63611927765274	5.54626398678218	5.64361238724637
204591_at	2.76135227933659	2.80434805323119	2.76135227933659	2.76135227933659	2.91557604188424	2.74531241021159	2.66259420068802
204592_at	3.700029329839	3.79861530418494	3.82159412524117	3.72275885497458	3.87726753080379	4.10920075321454	3.99105678999487
204593_s_at	8.24613356813679	8.17518400880057	8.21540964360972	8.0865710894709	7.36185884483031	7.36874859664955	7.31408710081535
204594_s_at	8.24479411751739	8.20062700263909	8.29881685599864	8.02936794615306	7.85830278244933	7.86424235565131	7.71381154977329
204595_s_at	6.85685197798903	8.17518400880057	6.84849756444604	7.0907272505141	9.85983697462075	10.0311190349039	10.4391493058319
204596_s_at	4.83222564592177	5.75454133912251	4.6556734836072	5.67707063867904	7.29513855026307	7.31075852649965	7.95801157565927
204597_x_at	5.80790317437613	6.95401469215618	5.61070139827138	6.23529561732772	8.35740515608257	8.55610288202989	8.78775690337451
204598_at	6.87988510003938	6.87228365739642	6.70795644167566	6.81510255974743	6.59125392799683	6.73265242580632	6.66098863258593
204599_s_at	9.20984824244546	9.20323919179908	9.31144427381853	9.30366995544569	9.00617067592372	8.92448920909472	9.00622029429666
204600_at	7.10108360746186	6.53972833865277	7.11204813249171	6.97003352781701	7.54775259430461	7.4331123053447	7.18903344085482
204601_at	6.6427487748194	6.68522388184968	6.69041939723	6.57998173099575	6.77054568525318	6.68522388184968	6.68522388184968
204602_at	3.55427582491036	3.46886028873984	3.71268128359935	4.23280853614207	8.85769769941251	8.34642271760512	8.50598594755286
204603_at	7.99257114035312	8.06848076535098	8.09343715150453	7.84705088299353	5.45209988856697	5.21723302771695	4.9368598392379
204604_at	9.63275739272279	9.5530429003176	9.64600890453767	9.62215719415666	9.61782485231202	9.61375323343589	9.48995179951864
204605_at	7.05893841251878	6.93417833514674	7.12394119665123	6.9309631507801	7.45611170984314	7.52668936244816	7.16135703019302
204606_at	3.88532291555136	3.88532291555136	3.88532291555136	3.88532291555136	3.93428947049742	3.74286063965396	3.86220692146562
204607_at	3.86010037783442	3.83268353385758	3.487345475825	3.69976863395959	3.69976863395959	3.69976863395959	3.69976863395959
204608_at	6.42812646331589	6.38583101914194	6.41510737908399	6.17557031322149	7.33776494381658	7.34665589612779	6.41510737908399
204609_at	2.69889061807028	2.64570744554498	2.71207395311176	2.85047799304039	2.69889061807028	2.69889061807028	2.65482932071099
204610_s_at	8.80759351545803	8.37106459510411	8.88900603483888	8.51891922682649	7.5406674965908	7.65524071498066	7.4805658252312
204611_s_at	7.0496342945924	6.99443568343367	6.98681036205924	7.06971791834813	7.20001910061952	7.18184408335631	7.4627975097156
204612_at	7.36613083289689	7.55112252316849	7.54071519062698	7.28261582352636	7.30098964200664	7.43531290068275	7.89579221188485
204613_at	6.1066792822708	5.61623496368035	6.23904368888196	5.4844221799536	5.89485746778282	5.77189073542722	5.43504626157021
204614_at	3.2411326568034	3.86020702192487	3.34105038289947	3.33794496918271	2.90464015963469	3.15225764616748	3.56513918079923
204615_x_at	10.0267879874016	9.96518461524739	9.90977991236201	9.8513159007759	9.89965088488499	9.74347896751189	9.05595949353722
204616_at	8.75744347611034	8.51817897666514	8.86553396944982	8.73471451736179	8.22346892309794	8.32862848172234	8.00969815164126
204617_s_at	9.12653586311071	8.97742033670669	9.1382214236746	9.2154835466471	8.66438830458782	8.65635451048238	8.46114213952992
204618_s_at	8.13102076127179	7.89738930371632	8.26298125653527	7.86224390020446	7.32166434440912	7.50141553411592	6.97787236521321
204619_s_at	2.47991161737648	2.4645473032232	2.54171926613014	2.41274923783334	3.3187153620643	3.20612828979942	6.353237667606
204620_s_at	3.82021667602836	3.87981472125166	3.85770165016763	4.01017710100393	6.70313683271933	6.60861465978936	9.72575931390896
204621_s_at	2.77047349702562	3.90968423902581	2.92942744689298	3.13918909385325	3.60781466717117	3.62337562712991	6.13914864856717
204622_x_at	4.57959146025892	5.1007971399175	4.23267749269575	4.55986825905262	4.91143032118251	5.13834791839704	6.33749798321744
204623_at	4.26160644000846	4.36867219904808	4.08723153708797	4.37918618320945	4.22125601627805	4.23226401015903	4.25771140094156
204624_at	6.06610698071172	5.65473780085896	6.05748388642176	5.80038896908836	6.61896790346645	6.39836704504002	6.01078708647242
204625_s_at	3.47355708818956	3.49073255430177	3.4807118815493	3.68792159258264	3.47355708818956	3.56285445187229	3.47899565492108
204626_s_at	5.28864679570835	5.09748580272465	5.25007843586714	5.254763356586	5.25007843586714	5.25007843586714	5.25007843586714
204627_s_at	3.12420659428663	3.11795778982064	3.09744416102828	3.34387920475875	3.43564711903875	3.20318219788851	3.33205424958048
204628_s_at	4.26160644000846	4.26160644000846	4.33004602502661	4.26160644000846	4.26160644000846	4.26160644000846	4.2071924759952
204629_at	3.98518622764889	3.98518622764889	4.14805261290208	4.09343506444441	3.83583984412304	3.98518622764889	3.73772952434677
204630_s_at	9.85026772701943	9.87051962172399	9.84440726725311	9.67923007879996	10.0139178801609	9.9767961793894	9.72573573026489
204631_at	2.83783231849973	2.83783231849973	2.83783231849973	2.83783231849973	2.83783231849973	2.76188323860771	2.77541992558709
204632_at	7.60137553823109	7.52329260077212	7.55034239900127	7.83117557264726	7.43517706860191	7.55034239900127	7.50820481806478
204633_s_at	6.34503412690595	7.31075852649965	6.28987444570441	6.33574447622862	8.77264363060581	8.73089655067872	9.44806980399166
204634_at	7.89452359295709	7.87240567754795	7.86450655106792	7.68751542760654	7.48829654350103	7.66178248596084	7.53460672719716
